"date","lab","BolinaoandAndamid_surface_elevation","BolinaoandAndamid_water_temp_0","BolinaoandAndamid_salinity_0","BolinaoandAndamid_velocity_u_0","BolinaoandAndamid_velocity_v_0","BolinaoandAndabot_surface_elevation","BolinaoandAndabot_water_temp_0","BolinaoandAndabot_salinity_0","BolinaoandAndabot_velocity_u_0","BolinaoandAndabot_velocity_v_0","BolinaoandAndabot_pr_wtr","BolinaoandAndabot_precipitationCal","BolinaoandAndatop_surface_elevation","BolinaoandAndatop_water_temp_0","BolinaoandAndatop_salinity_0","BolinaoandAndatop_velocity_u_0","BolinaoandAndatop_velocity_v_0","BolinaoandAndatop_water_temp_100","BolinaoandAndatop_salinity_100","BolinaoandAndatop_velocity_u_100","BolinaoandAndatop_velocity_v_100"
"2003-06-05",NA,751.34693877551,"13868.0408163265","7997.0612244898",-48.234693877551,259.530612244898,750.831168831169,13659.3636363636,8695.97402597403,-14.3506493506494,146.155844155844,51.9214286804199,0.519570459922155,737.559523809524,"13750.5833333333","8138.85714285714","389.5","583.261904761905","14118.25","4288.36904761905","71.5833333333333","205.166666666667"
"2003-06-12",NA,685.448979591837,"13813.112244898","7827.38775510204",1053.65306122449,2110.92857142857,690.350649350649,13622.6233766234,8435.81818181818,1189.93506493506,2014.37662337662,45.8964309692383,0.0449561389784018,703.142857142857,"13773.8571428571","8058.04761904762","982.25","2040.5","14067.5952380952","4413.10714285714","301.654761904762","1975.45238095238"
"2003-06-19",NA,696.540816326531,"13748.0918367347","8297.65306122449",-66.7040816326531,73.6326530612245,704.779220779221,13478.2337662338,8834.90909090909,10.3896103896104,38.3116883116883,43.7964286804199,1.19314413269361,726.452380952381,"13756.75","8611.85714285714","-406.75","-287.833333333333","14285.7023809524","3613.13095238095","-382.940476190476","-250.02380952381"
"2003-06-26",NA,656.469387755102,"13628.306122449","8052.26530612245",-77.5714285714286,207.316326530612,664.402597402597,13283.7792207792,8717.27272727273,-28.7012987012987,106.337662337662,43.9607162475586,0.511563256382942,670.785714285714,"13678.6785714286","8143.89285714286","-61.0476190476191","16.0357142857143","14362.0476190476","1678.94047619048","-139.797619047619","-167.52380952381"
"2003-07-03",NA,675.673469387755,"13642.6326530612","8332.82653061224",-59.7040816326531,165.265306122449,682.350649350649,13242.2467532468,8879.20779220779,-19.3766233766234,90.9480519480519,37.1321411132812,0.910320028662682,693.72619047619,"13874.7261904762","9869.41666666667","-156.083333333333","-96.8452380952381","14394.1904761905","3039.09523809524","-138.892857142857","-223.166666666667"
"2003-07-10",NA,666.469387755102,"13666.2959183673","8986.62244897959",-68.0408163265306,154.275510204082,676.38961038961,13103.2987012987,9328.35064935065,-10.8831168831169,79.6363636363636,42.228572845459,0.343672179927429,681.595238095238,"13873.7976190476","10368.0833333333","-94.4880952380952","-95.7261904761905","14335.3571428571","1695.45238095238","-96.8214285714286","-223.369047619048"
"2003-07-17",NA,700.132653061224,"13617.3571428571","8898.17346938776",-32.5714285714286,187.469387755102,714.935064935065,13079.0779220779,9518.5974025974,-2.24675324675325,101.779220779221,39.3142852783203,0.337792123357455,697.559523809524,"13769.380952381","10068.4285714286","21.0952380952381","26.0119047619048","14260.9285714286","1367.78571428571","-4.20238095238095","-106.952380952381"
"2003-07-24",NA,730.275510204082,"13565.5","9095.80612244898",1216.25510204082,2125.42857142857,742.454545454545,13031.9480519481,9773.83116883117,1367.18181818182,1966.72727272727,49.1892852783203,1.28915229439735,739.142857142857,"13848.0833333333","9214.71428571429","1258.10714285714","2133.58333333333","14452.8333333333","2431.65476190476","495.571428571429","1935.7380952381"
"2003-07-31",NA,788.673469387755,"13446.193877551","9002.14285714286",-57.9591836734694,197.387755102041,798.493506493507,12949.9350649351,9482.45454545455,-12.9350649350649,85.1428571428571,45.6142845153809,0.649323485791683,774.285714285714,"13755.5","8635.69047619048","200.345238095238","309.154761904762","14301.5238095238","3481.08333333333","68.0476190476191","15.0595238095238"
"2003-08-07",NA,706.163265306122,"13434.5612244898","8982.0306122449",9.5,245.367346938776,719.506493506493,12842.1168831169,9636.18181818182,14.1948051948052,134.168831168831,51.1571426391602,1.30099058151245,702.952380952381,"13706.380952381","8988.88095238095","187.392857142857","256.416666666667","14404.1428571429","1472.41666666667","-17.8214285714286","-12.4404761904762"
"2003-08-14",NA,735.591836734694,"13318.3571428571","8676.15306122449",-28.5714285714286,277.826530612245,745.012987012987,12722.038961039,9176.72727272727,-12.8701298701299,143.532467532468,52.5999984741211,1.24561805526416,729.738095238095,"13704.1666666667","8124.40476190476","244.214285714286","294.011904761905","14351.9047619048","2441.02380952381","-65.1428571428571","-89.1309523809524"
"2003-08-21",NA,702.275510204082,"13284.9387755102","8458.17346938776",23.0204081632653,245.418367346939,714.454545454545,12660.4545454545,9052.85714285714,33.6363636363636,125.038961038961,56.478572845459,0.810386965672175,702.02380952381,"13631.4523809524","8501.86904761905","88.8809523809524","174.809523809524","14224.6547619048","2914.64285714286","-112.404761904762","-41.6071428571429"
"2003-08-28",NA,747.142857142857,"13168.112244898","8034.10204081633",-35.0918367346939,225.663265306122,752.194805194805,12567.1558441558,8538.03896103896,2.12987012987013,124.558441558442,46.1285705566406,1.93696648875872,755.059523809524,"13622.2380952381","8005.21428571429","-7.88095238095238","227.440476190476","13940.7380952381","4720.07142857143","-231.75","-18.1547619047619"
"2003-09-04",NA,686.397959183673,"13209.0612244898","8473.94897959184",-37.9795918367347,194.989795918367,702.090909090909,12529.1688311688,8889.36363636364,6.63636363636364,109.350649350649,49.1857147216797,0.910022293527921,713.678571428571,"13592.8333333333","9320.72619047619","-158.916666666667","-76.3095238095238","14471.7142857143","1600.64285714286","-255.404761904762","-235.25"
"2003-09-11",NA,731.19387755102,"13195.8367346939","8139.95918367347",1193.04081632653,2074.90816326531,746.727272727273,12522.4155844156,8684.31168831169,1257.12987012987,1871.02597402597,47.6142845153809,0.206103154768546,726.785714285714,"13469.0833333333","8440.03571428571","1288.35714285714","1961.10714285714","14185.5833333333","2751.89285714286","334.940476190476","1975.85714285714"
"2003-09-18",NA,706.673469387755,"13150.9285714286","7802.66326530612",-3.90816326530612,177.84693877551,722.688311688312,12520.6363636364,8368.5974025974,6.77922077922078,98.8051948051948,46.1357116699219,0.695447206497192,712.345238095238,"13325.5714285714","8552.25","-38.2857142857143","-3.71428571428571","14160.0714285714","2773.03571428571","-111.107142857143","-142.928571428571"
"2003-09-25",NA,705,"13205.3265306122","8010.24489795918",-5.62244897959184,189.234693877551,720.987012987013,12530.3636363636,8705.62337662338,21.2077922077922,97.0909090909091,48.8785705566406,0.385035164654255,701.261904761905,"13472.6785714286","9262.9880952381","-35.7380952380952","35.9642857142857","14062.0595238095","3438.13095238095","55.4404761904762","36.75"
"2003-10-02",NA,694,"13174.0204081633","8718.19387755102",1177.52040816327,2078.07142857143,714.727272727273,12551.6493506494,9418.06493506493,1303.28571428571,1878.77922077922,38.5321426391602,0.361565714081128,696.107142857143,"13521.1071428571","9309.89285714286","1096.60714285714","1944.0119047619","14150.9285714286","3021","440.666666666667","1896.83333333333"
"2003-10-09",NA,767.80612244898,"13198.7244897959","8839.5",-57.9591836734694,248.357142857143,786.350649350649,12577.8051948052,9584.85714285714,-14.5454545454545,107.792207792208,43.1750030517578,0.0724117810217043,759.738095238095,"13550.8214285714","8986.63095238095","58.6666666666667","161.035714285714","14055.0952380952","4535.04761904762","26.1071428571429","-3.38095238095238"
"2003-10-16",NA,748.571428571429,"13155.5408163265","9033.5612244898",-51.3163265306122,230.908163265306,766.155844155844,12550.5454545455,9637.96103896104,-7.44155844155844,88.3246753246753,41.6321449279785,0.367774712542693,748.97619047619,"13560.4523809524","9383.42857142857","-181.52380952381","81.7857142857143","14223.369047619","3928.17857142857","-103.035714285714","-56.5833333333333"
"2003-10-23",NA,722.397959183673,"13153.4693877551","9434.5612244898",1303.27551020408,2068.41836734694,743.363636363636,12529.6233766234,9947.45454545455,1427.72727272727,1859.01298701299,44.3964309692383,0.170603080342213,723.583333333333,"13659.0119047619","8617.77380952381","1035.28571428571","1972.41666666667","14430.0833333333","2565.79761904762","300.869047619048","2029.97619047619"
"2003-10-30",NA,726.163265306122,"13244.5408163265","9186.08163265306",-74.469387755102,231.204081632653,748.792207792208,12636.9480519481,9743.35064935065,-12.4935064935065,80.7922077922078,34.5,0,715.345238095238,"13709.8452380952","8159.90476190476","22.5238095238095","232.190476190476","14490.1547619048","2296.0119047619","84.5833333333333","63.5"
"2003-11-06",NA,676.581632653061,"13298.9489795918","9356.74489795918",-54.7857142857143,196.173469387755,698.298701298701,12738.987012987,9882.68831168831,5.46753246753247,82.1948051948052,41.3678588867188,0.0346023973543197,676.380952380952,"13745.0357142857","8459.96428571429","-45","123.119047619048","14595.4166666667","1386.80952380952","-29.952380952381","-46.8928571428571"
"2003-11-13",NA,685.714285714286,"13387.2244897959","8971.36734693878",-62.1938775510204,208.418367346939,702.454545454545,12886.012987013,9544.57142857143,-14.0519480519481,94.4935064935065,40.8678588867188,0.022204059176147,676.928571428571,"13627.6785714286","9000.53571428571","-16.797619047619","248.797619047619","14508.9642857143","1627.0119047619","41.0357142857143","12.3214285714286"
"2003-11-20",NA,661.163265306122,"13474.6020408163","8675.80612244898",-67.2755102040816,200.275510204082,676.636363636364,13021.7012987013,9256.35064935065,-24.8961038961039,89.5974025974026,44.0750007629395,0.26694360251228,660.607142857143,"13643.6904761905","8519.11904761905","16.0357142857143","223.547619047619","14650.3333333333","695.166666666667","26.3333333333333","6.3452380952381"
"2003-11-27",NA,662.459183673469,"13557.193877551","8948.28571428571",1192.60204081633,2083.4693877551,674.623376623377,13119.6493506493,9388.06493506493,1311.19480519481,1939.38961038961,41.089282989502,0.277589997897546,660.178571428571,"13697.4523809524","8737.5119047619","1075.85714285714","2093.39285714286","14607.2976190476","624.916666666667","-130.357142857143","2034.11904761905"
"2003-12-04",NA,642.295918367347,"13640.9591836735","8638.5306122449",-88.2551020408163,111.030612244898,662.844155844156,13156.4415584416,9266.09090909091,-12.8961038961039,31.6623376623377,32.042854309082,0.00017570242698639,632.47619047619,"13863.2380952381","7749.5","-175.642857142857","21.25","14523.5","-325.845238095238","-155.904761904762","-50.2142857142857"
"2003-12-11",NA,683.132653061224,"13694.5714285714","8278.72448979592",-52.765306122449,159.285714285714,694.844155844156,13285.1168831169,8809.66233766234,-15.8051948051948,70.8051948051948,40.9535713195801,0,675.559523809524,"13654.0119047619","7854.92857142857","87.5476190476191","334.238095238095","14681.6785714286","1663.16666666667","83.2976190476191","91.5357142857143"
"2003-12-18",NA,632.857142857143,"13689.3979591837","8159.02040816327",-55.9795918367347,108.316326530612,641.324675324675,13347.4935064935,8515.28571428571,-10.5714285714286,49.8831168831169,45.5071449279785,0.0227040329870457,624.285714285714,"13594.4761904762","7878.38095238095","163.440476190476","321.130952380952","14678.2857142857","242.02380952381","51.1666666666667","18.4285714285714"
"2003-12-25",NA,617.5,"13741.7346938776","7377.45918367347",-71.6020408163265,103.887755102041,627.077922077922,13409.6623376623,7913.41558441558,-20.038961038961,50.5584415584416,36.5035705566406,0.0124346320517361,596.821428571429,"13602.0714285714","7474.36904761905","257.107142857143","478.940476190476","14457.2142857143","-168.357142857143","152.904761904762","144.940476190476"
"2004-01-01",FALSE,598.642857142857,"13766.1632653061","7037.75510204082",978.775510204082,2051.55102040816,606.766233766234,13447.2207792208,7481.97402597403,1063.28571428571,1965,34.4500007629395,0.00144239633755205,586.369047619048,"13561.3214285714","7394.57142857143","1199.9880952381","2265.30952380952","14535.0476190476","215.547619047619","107.702380952381","2124.34523809524"
"2004-01-08",FALSE,603.979591836735,"13767.9693877551","6758.63265306122",-51.969387755102,125.571428571429,608.792207792208,13475.1168831169,7106.16883116883,-21.2597402597403,65.3636363636364,29.6607151031494,0.00267377316292065,603.107142857143,"13583.4523809524","7133.28571428571","65.4523809523809","203.559523809524","14654.5714285714","602.571428571429","29.0119047619048","-2.19047619047619"
"2004-01-15",FALSE,592.683673469388,"13784.8163265306","6710.51020408163",922.836734693878,2066.52040816327,597.012987012987,13533.4935064935,7041.96103896104,1006.15584415584,1980.88311688312,34.9464302062988,0.00320664141327143,595.678571428571,"13573.5","7261.67857142857","1046.79761904762","2076.66666666667","14555.9523809524","5.53571428571429","16.25","2018.53571428571"
"2004-01-22",FALSE,590.244897959184,"13828.0306122449","6855.31632653061",-46.030612244898,81.1836734693878,600.675324675325,13556.2207792208,7311.54545454545,-24.6233766233766,37.7922077922078,33.8035736083984,0.00156303456363579,581.988095238095,"13640.2857142857","7307.80952380952","-5.64285714285714","102.440476190476","14463.3452380952","-191.404761904762","35.9642857142857","-1.04761904761905"
"2004-01-29",FALSE,570.979591836735,"13907.3367346939","6488.88775510204",-46.5510204081633,78.7959183673469,587.272727272727,13595.4545454545,7265.49350649351,-15.8831168831169,20.8311688311688,35.910717010498,0.00097502799568853,565.642857142857,"13824.5714285714","6142.03571428571","-39.0952380952381","30.5","14432.3333333333","-816.464285714286","27.1309523809524","-41.3690476190476"
"2004-02-05",FALSE,630.724489795918,"13921.8163265306","7024.69387755102",-78.3979591836735,101.775510204082,636.649350649351,13660.6623376623,7443.71428571429,-22.5974025974026,49.7012987012987,37.5071411132812,0.000492146975981692,622.142857142857,"13810.4761904762","6572.15476190476","72.2738095238095","162.654761904762","14461.9523809524","709.238095238095","-38.6071428571429","-40.9285714285714"
"2004-02-12",FALSE,605.908163265306,"13903.4795918367","7112.15306122449",-56.0510204081633,115.30612244898,612.493506493507,13668.4285714286,7619.38961038961,-10.5454545454545,47.7402597402597,43.7035713195801,0.117010197912653,610.559523809524,"13793.1785714286","6892.29761904762","-74.3571428571429","55.25","14373.2619047619","-790.297619047619","-95.9642857142857","-99.2023809523809"
"2004-02-19",FALSE,593.183673469388,"13918.3673469388","6879.07142857143",-48.6020408163265,121.755102040816,599.090909090909,13696.4935064935,7454.28571428571,-23.7532467532468,57.5194805194805,29.7682132720947,0.0235129016606758,579.845238095238,"13834.7738095238","6497.33333333333","86.5238095238095","215.559523809524","14485.9285714286","-377.22619047619","46.3214285714286","-7.55952380952381"
"2004-02-26",FALSE,605.479591836735,"13930.3265306122","6819.07142857143",-55.0816326530612,98.4795918367347,612.597402597403,13716.0779220779,7247.80519480519,-6.63636363636364,54.8571428571429,46.5714302062988,0.397599836190542,599.559523809524,"13818.9523809524","6860.69047619048","26.0952380952381","142.642857142857","14496.25","546.392857142857","12.0952380952381","-8.09523809523809"
"2004-03-04",FALSE,607.030612244898,"13941.5306122449","6889.04081632653",-49.7551020408163,81.2857142857143,613.896103896104,13735.4415584416,7396.83116883117,-17.4415584415584,49.9350649350649,33.1428565979004,0,601.535714285714,"13875.5952380952","7042.65476190476","39.1428571428571","83.3690476190476","14409.25","-225.642857142857","59.4761904761905","-8.13095238095238"
"2004-03-11",FALSE,580.816326530612,"13946.6224489796","6815.04081632653",-66.3061224489796,116.34693877551,591.922077922078,13773.2857142857,7583.64935064935,-21.8831168831169,52.1038961038961,34.5321426391602,0.00231451598604811,563.511904761905,"13829.3333333333","6458.89285714286","90.2380952380952","241.654761904762","14265.7261904762","-1767.25","90.2261904761905","24.5952380952381"
"2004-03-18",FALSE,613.377551020408,"13948.2448979592","6956.0306122449",-79.7551020408163,107.836734693878,621.142857142857,13793.3636363636,7689.09090909091,-20.2467532467532,68.6493506493507,32.6749992370605,0,584.738095238095,"13865.6666666667","6796.14285714286","287.630952380952","514.607142857143","14357.9166666667","-934.107142857143","152.369047619048","133.261904761905"
"2004-03-25",FALSE,628.918367346939,"13951.7040816327","7452.37755102041",-56.0204081632653,84.2755102040816,640.948051948052,13802.5714285714,8144.53246753247,-10.9220779220779,35.2727272727273,41.2821426391602,0.0014121722621591,619.928571428571,"13886.0476190476","7340.67857142857","-62.2380952380952","237.988095238095","14360.2738095238","-560.607142857143","54.6666666666667","37.3690476190476"
"2004-04-01",FALSE,621.826530612245,"13941.7755102041","7627.01020408163",-48.1734693877551,123.275510204082,633.558441558442,13806.025974026,8497.71428571429,-8.51948051948052,68.1818181818182,35.7107124328613,3.71971934024865e-05,602.488095238095,"13898.5952380952","7245.04761904762","80.0833333333333","301.785714285714","14436.7380952381","-292.52380952381","41.8333333333333","20.5595238095238"
"2004-04-08",FALSE,637.387755102041,"13951.3571428571","7569.69387755102",-52.2448979591837,109.19387755102,646.753246753247,13827.1168831169,8403.79220779221,-22.1818181818182,69.1948051948052,39.2178573608398,0.0230941420401602,622.488095238095,"13907.5119047619","8234.25","119.511904761905","302.238095238095","14390.3333333333","191.619047619048","77.1547619047619","75.0833333333333"
"2004-04-15",FALSE,644.673469387755,"13960.6326530612","8027.42857142857",-72.2448979591837,100.734693877551,655.688311688312,13828.6103896104,8788.44155844156,-6.71428571428571,49.4155844155844,36.9428558349609,0.00373307861931001,640.202380952381,"13921.5357142857","8263.30952380952","-18.5595238095238","101.928571428571","14330.2023809524","1075.94047619048","27.8928571428571","3.92857142857143"
"2004-04-22",FALSE,619.602040816327,"13957.6224489796","7941.89795918367",1107.67346938776,2120.62244897959,632.25974025974,13823.9220779221,8865.63636363636,1267.5974025974,2043.62337662338,37.2571449279785,0.00149550378084011,620.559523809524,"13921.8928571429","8036.16666666667","1119.64285714286","2049.0119047619","14408.9047619048","90.7857142857143","12.6785714285714","2060.35714285714"
"2004-04-29",FALSE,666.551020408163,"13981.9183673469","7987.19387755102",1011.17346938776,2102.38775510204,674.454545454545,13839.3636363636,8754.53246753247,1204.96103896104,2043.85714285714,34.8571434020996,0.0469494615681469,680.880952380952,"13936.25","8551.69047619048","970.869047619048","1994.5","14352.3452380952","2990.4880952381","47.7738095238095","1960.70238095238"
"2004-05-06",FALSE,687.857142857143,"13995.5612244898","8803.98979591837",-108.010204081633,215.408163265306,699.753246753247,13824.7662337662,9658.4025974026,-30.6493506493506,93.9350649350649,36.3785705566406,0.00778458577072646,694.107142857143,"13990.2857142857","9006.14285714286","-222.440476190476","175.821428571429","14385.0357142857","1927.30952380952","-3.57142857142857","-41.0714285714286"
"2004-05-13",FALSE,716.357142857143,"13958.3163265306","8987.86734693878",1176.09183673469,2164.58163265306,729.480519480519,13794.8181818182,9954.79220779221,1377.38961038961,2050.98701298701,48.8892860412598,0.355584067602952,714.035714285714,"13909.9642857143","9507.35714285714","1284.30952380952","2143.60714285714","14273.1428571429","2541.20238095238","348.107142857143","2076.85714285714"
"2004-05-20",FALSE,742.479591836735,"13939.9897959184","9306.5306122449",-55.0714285714286,148.714285714286,758.090909090909,13756.9220779221,10119.0909090909,9.16883116883117,58.2597402597403,42.7999992370605,0.52424277861913,751.928571428571,"13952.9166666667","9664.41666666667","-194.928571428571","-24.0833333333333","14401.2619047619","3704.05952380952","-105.345238095238","-95.5"
"2004-05-27",FALSE,727.336734693878,"13864.1326530612","8681.26530612245",-19.1326530612245,228.030612244898,732.87012987013,13642.4285714286,9498.50649350649,-2.25974025974026,118.480519480519,48.2678565979004,1.29788839817047,720,"13827.3452380952","8552.55952380952","259.72619047619","272.5","14518.5238095238","2918.35714285714","-5.4047619047619","6.54761904761905"
"2004-06-03",FALSE,730.163265306122,"13857.8979591837","9073.87755102041",1301.94897959184,2123.98979591837,740.532467532468,13608.025974026,9717.85714285714,1428.90909090909,1999.88311688312,41.5714263916016,0.204058062285185,748.559523809524,"13919.8214285714","9408.72619047619","1243.92857142857","1981.7619047619","14662.5833333333","3284.89285714286","268.666666666667","1979.66666666667"
"2004-06-10",FALSE,760.602040816327,"13844.8979591837","8861.90816326531",-93.0408163265306,267.397959183673,759.857142857143,13596.012987013,9621.25974025974,-31.5714285714286,126.038961038961,49.4892845153809,1.53766543666522,769.25,"13907.3452380952","8901.64285714286","145.178571428571","349.75","14504.5952380952","4485.9880952381","-13.5595238095238","32.1666666666667"
"2004-06-17",FALSE,733.80612244898,"13716.306122449","8607.33673469388",-24.6224489795918,146.479591836735,743.857142857143,13464.2467532468,9203.37662337662,21.6883116883117,54.4155844155844,44.0107154846191,0.692482536037763,735.452380952381,"13679.3571428571","8719.89285714286","-92.3690476190476","79.4880952380952","14051.7857142857","5201.65476190476","-68.6428571428571","46.5476190476191"
"2004-06-24",FALSE,710.714285714286,"13751.4387755102","8836.17346938776",-31.0612244897959,196.102040816327,721.077922077922,13409.1948051948,9561.90909090909,10.2337662337662,95.4935064935065,43.4428558349609,0.0579499195640286,722.464285714286,"13838.3333333333","8814.88095238095","-139.261904761905","57.9761904761905","14288.8452380952","3963.7619047619","-192.869047619048","-93.1190476190476"
"2004-07-01",FALSE,722.428571428571,"13664.693877551","8300.13265306122",58.0204081632653,74.9183673469388,738.194805194805,13323.2077922078,9061.09090909091,55.6493506493506,38.3506493506493,51.4321441650391,2.60828024148941,694.380952380952,"13787.3571428571","8199.64285714286","341.97619047619","175.869047619048","14145.4761904762","2698.44047619048","65.0119047619048","96.0595238095238"
"2004-07-08",FALSE,734.959183673469,"13438.5714285714","8023.88775510204",-28.5510204081633,232.295918367347,735.441558441558,13046.9350649351,8558.53246753247,-2.1038961038961,134.337662337662,45.7321434020996,0.139933588604132,714.333333333333,"13768.1428571429","8178.07142857143","384.452380952381","423.952380952381","14033.0119047619","2269.36904761905","85.2619047619048","58.5357142857143"
"2004-07-15",FALSE,743.061224489796,"13453.3367346939","8758.27551020408",-46.4081632653061,182.469387755102,756.064935064935,12933.8961038961,9200.25974025974,-1.4025974025974,78.012987012987,40.103572845459,0.0884988711525996,755.702380952381,"13774.5476190476","9708.66666666667","-128.880952380952","-84.4642857142857","14239.3214285714","2035.64285714286","-156.738095238095","-188.97619047619"
"2004-07-22",FALSE,721.591836734694,"13426.6020408163","8409.5",1182.18367346939,2073.83673469388,732.636363636364,12875.2077922078,9011.81818181818,1284.23376623377,1928.42857142857,46.8035736083984,0.99612683057785,730.77380952381,"13841.6785714286","9822.90476190476","1473.13095238095","1949.0119047619","14184.8095238095","1685.16666666667","214.22619047619","1869.28571428571"
"2004-07-29",FALSE,756.918367346939,"13288.4387755102","8475.97959183673",-69.6836734693878,239.122448979592,763.168831168831,12656.0649350649,8884.54545454545,-27.025974025974,128.103896103896,49.2857131958008,0.932029351592064,763.238095238095,"13688.3095238095","9016.35714285714","43.7142857142857","126.833333333333","14228.5238095238","4166.15476190476","-50.2142857142857","-89.5833333333333"
"2004-08-05",FALSE,736.367346938776,"13304.5","8323.0306122449",8.31632653061225,195.510204081633,754.116883116883,12630.7532467532,8861.02597402597,33.4545454545455,89.7662337662338,44.2892875671387,0.460063623885314,733.75,"13671.380952381","8960.91666666667","-34.4642857142857","9.58333333333333","14048.25","4018.58333333333","-8.80952380952381","-0.952380952380952"
"2004-08-12",FALSE,738.132653061224,"13286.6326530612","8446.25510204082",1260.47959183673,2018.37755102041,755.987012987013,12601.025974026,8947.88311688312,1344.46753246753,1871.25974025974,44.0035705566406,0.523630037903786,750.666666666667,"13672.8452380952","9609.97619047619","1314.44047619048","1786.36904761905","14200.8333333333","3070.27380952381","140.678571428571","1928.61904761905"
"2004-08-19",FALSE,698.30612244898,"13187.6428571429","8597.73469387755",9.29591836734694,212.071428571429,716.064935064935,12507.025974026,9146.25974025974,38.7142857142857,104.87012987013,47.4214286804199,0.175098737080892,696.72619047619,"13649.4761904762","9483.29761904762","-34.6309523809524","-13.8928571428571","14372.619047619","2477.92857142857","-127.035714285714","-122.059523809524"
