date,tox,toxbi,toxpre,cloud,rain,tempc,salc,veluc,velvc,tempf,salf,veluf,velvf,tempd,sald,velud,velvd
3/29/2012,0,0,0,70.9070816,0.527319822,28.76564286,14157.92857,-96.42857143,-118,28.823375,14158.5,-440.5654762,-888.047619,2.471605442,14669.38095,-2.292517007,-28.61904762
4/5/2012,0,0,0,56.01066208,0.060652506,29.05135714,14207.5,-86.07142857,-121.8571429,28.83793452,14148.66667,-482.1428571,-1057.315476,2.438605442,14658.21769,-14.81632653,-66.70068027
4/12/2012,0,0,0,73.63922882,0.323609445,29.02528571,14195.35714,-131.2857143,-201.2142857,28.73447024,14107.47024,-524.3035714,-1176.297619,2.374591837,14654.59864,-10.01360544,-46.2585034
4/19/2012,0,0,0,49.12495804,0.289815598,28.83264286,14167.5,-182.1428571,-280.7142857,28.66922024,14096.75595,-768.4583333,-1530.041667,2.359034014,14655.87755,-3.054421769,-4.326530612
4/26/2012,0,0,0,48.12854767,0.264022229,28.81871429,14179.35714,-218.0714286,-279.5,28.81690476,14133.32738,-686.7202381,-1318.732143,2.419659864,14673.2517,3.802721088,-14.02721088
5/3/2012,0,0,0,60.84994888,0.383849251,29.066,14239.64286,-173.1428571,-257.3571429,29.217375,14171.44048,-603.2916667,-1215.375,2.432564626,14672.94558,1.598639456,-29.68027211
5/10/2012,0,0,0,66.59636688,0.318587524,29.42092857,14302.85714,-155.4285714,-266.8571429,29.4405,14281.70833,-561.8511905,-1208.357143,2.340897959,14664,1.142857143,-64.19047619
5/17/2012,0,0,0,52.39993668,0.207213164,29.51878571,14299.64286,-117.0714286,-213.4285714,29.40566667,14213.95238,-518.625,-1164.672619,2.236863946,14654.33333,-5.387755102,-52.60544218
5/24/2012,0,0,1,50.32853317,0.416572595,29.70578571,14188.78571,-92.5,-206.9285714,29.38943452,14100.97619,-506.5535714,-1211.470238,2.091278912,14656.46939,-6.102040816,-31.46258503
5/31/2012,0,0,1,71.94637299,0.191756673,29.54278571,14221.35714,-89.57142857,-118.0714286,29.88920833,14249.57143,-461.6011905,-1297.880952,2.214619048,14639.61224,-2.265306122,-80.27210884
6/7/2012,0,0,1,78.83564758,0.111427092,29.18114286,14390.64286,-13.35714286,-88.71428571,29.4109881,14465.75,-422.1607143,-1117.422619,2.297761905,14642.02041,-5.632653061,-92.57142857
6/14/2012,0,0,1,65.96782684,0.143348502,29.43507143,14379.35714,-98.92857143,-88.35714286,29.42847619,14341.28571,-509.4583333,-1274.154762,2.329272109,14651.88435,-10.43537415,-68.27891156
6/21/2012,0.142857143,1,1,50.54638672,0.161044186,29.25142857,14220.64286,-22.14285714,-88.21428571,29.2151131,14017.22024,-469.2797619,-1029.85119,2.327482993,14652.76871,-3.238095238,-35.44897959
6/28/2012,1,1,1,68.2249527,0.474835868,29.30564286,14156.42857,-88.57142857,-252.0714286,29.26185714,14099.94643,-417.797619,-987.1130952,2.393503401,14660.38095,5.585034014,-0.673469388
7/5/2012,1,1,0,61.47139359,0.168230615,29.15642857,14324.35714,-69.87504459,-64.91043569,29.25329762,14368.63095,-405.0334291,-927.2716682,2.392537415,14661.93197,-32.55260508,1.893613305
7/12/2012,1,1,0,80.91069031,0.216537025,29.18414286,14263.71429,-100.3571429,-212,29.10560714,14228.60714,-446.6666667,-913.702381,2.356768707,14646.77551,-25.7414966,-67.08843537
7/19/2012,1,1,0,71.72852325,0.515652652,29.10521429,14231.78571,-123.2142857,-263.2857143,29.26977976,14299.8869,-450.6309524,-995.1130952,2.247387755,14641.36054,-15.02721088,-30.60544218
7/26/2012,1,1,0,72.36423492,0.478067288,29.33257143,14369.78571,-43.28571429,-190,29.57247619,14447.77381,-342.8809524,-932.5238095,2.191136054,14642.28571,7.088435374,41.80272109
8/2/2012,1,1,0,72.48210144,0.064245423,28.39985714,14460.35714,8.714285714,-10.35714286,28.49514881,14509.2619,-209.4940476,-812.7559524,2.209333333,14648.31293,2.047619048,9.394557823
8/9/2012,0,0,0,61.49280548,0.142683731,28.84407143,14426.57143,-85.42857143,-78.35714286,29.09326786,14338.19048,-471.0952381,-1056.27381,2.190394558,14647.34014,0.585034014,-18.91836735
8/16/2012,0,0,0,64.4963913,0.274949582,28.99278571,14311.92857,-29.64285714,-96.78571429,29.05389286,14222.77976,-315.6190476,-854.9880952,2.255503401,14643.97959,-1.612244898,-22.91836735
8/23/2012,0,0,0,75.51422882,0.290046813,29.24357143,14291.5,1,-73.5,29.39315476,14341.39881,-160.2797619,-337.797619,2.155428571,14640.44218,-9.013605442,-26.45578231
8/30/2012,0,0,0,68.52851868,0.219642227,28.91192857,14227.92857,-4.571428571,-57.71428571,28.91258929,14165.17262,-132.8392857,-337.4583333,2.221823129,14634.7415,-6.571428571,-11.30612245
9/6/2012,0,0,0,70.68566895,0.567050718,28.83721429,14045.85714,-64.5,-166.6428571,28.57300595,13917.19048,-298.3095238,-834.0119048,2.203401361,14633.37415,-4.306122449,7.489795918
9/13/2012,0,0,0,66.67138672,0.28840744,28.99421429,13982.28571,-45.35714286,-238.3571429,28.88076786,13851.89881,-301.1190476,-727,2.205095238,14637.33333,-1.340136054,23.7755102
9/20/2012,0,0,0,50.63924789,0.163255774,28.8545,13951.21429,-69.87504459,-64.91043569,28.49364286,13765.60119,-405.0334291,-927.2716682,2.310034014,14648.57143,-32.55260508,1.893613305
9/27/2012,0,0,0,84.73210907,0.03125891,29.00985714,14042.28571,-69.87504459,-64.91043569,28.7395119,14025.19048,-400.3864934,-920.0919163,2.360632653,14647.70068,-32.55260508,1.893613305
10/4/2012,0,0,0,75.71783447,0.220096726,28.87614286,14102.5,-69.87504459,-64.91043569,28.66295238,14070.1131,-405.0334291,-927.2716682,2.400829932,14655.39456,-32.55260508,1.893613305
10/11/2012,0,0,0,74.01423645,0.129463708,28.71878571,14057.85714,-69.87504459,-64.91043569,28.53070833,13979.34524,-405.0334291,-927.2716682,2.404795918,14661.10884,-32.55260508,1.893613305
10/18/2012,0,0,0,57.53568649,0.017067773,28.70207143,14025.14286,-33.71428571,-187,28.63169048,14023.75,-266.4464286,-853.3392857,2.372401361,14650.95918,2.734693878,21.08163265
10/25/2012,0,0,0,77.80352783,0.80592795,28.73742857,13996.14286,-69.87504459,-64.91043569,28.61389286,13997.63095,-405.0334291,-927.2716682,2.32807483,14652.98639,-32.55260508,1.893613305
11/1/2012,0,0,0,61.24637985,0.133682735,28.65664286,14088.78571,-84.35714286,-202.4285714,28.5663869,14138.55357,-230.3511905,-547.6845238,2.296714286,14654.05442,-6.43537415,3.836734694
11/8/2012,0,0,0,63.14638138,0.324672412,28.713,14066.64286,-51.57142857,-198.9285714,28.52704167,14064.03571,-322.5178571,-598.0535714,2.300823129,14647.10204,-5.646258503,-6.176870748
11/15/2012,0,0,0,47.41421127,0.206184995,28.90507143,14113.92857,-134.5714286,-231.2142857,28.75034524,14090.10119,-384.6369048,-845.6130952,2.243931973,14644.98639,4.741496599,2.401360544
11/22/2012,0,0,0,64.735672,0.641882488,28.82907143,14153.21429,-198.2857143,-386.2142857,28.84091071,14150.24405,-600.0119048,-1073.029762,2.268047619,14647.22449,1.074829932,6.56462585
11/29/2012,0,0,0,59.20711136,0.291134568,28.688,14121.78571,-193.7857143,-365.6428571,28.614,14062.25,-619.6964286,-1190.315476,2.290530612,14647.91837,2.319727891,-32.33333333
12/6/2012,0,0,0,67.73925781,0.664084572,28.23614286,14099.71429,-57.5,-94.21428571,28.25443452,14013.10119,-396.0297619,-970.5059524,2.213721088,14641.88435,-2.993197279,-46.9047619
12/13/2012,0,0,0,67.93923187,0.077524216,28.69771429,14354.64286,-148.0714286,-259.8571429,28.82615476,14382.64286,-598.7738095,-1143.541667,2.17914966,14637.67347,-1.544217687,-16.97959184
12/20/2012,0,0,0,77.40352631,0.075653982,29.07892857,14410.21429,-198.9285714,-360.2857143,29.05899405,14360.8869,-607.3809524,-1090.166667,2.121782313,14633.34014,-1.340136054,-11.29931973
12/27/2012,0,0,0,79.23210907,0.878213033,28.86171429,14158.21429,-257.1428571,-365.7857143,28.74203571,14132.7619,-704.5178571,-1170.27381,2.264972789,14637.68707,-2.503401361,-26.8707483
1/3/2013,0,0,0,75.63925934,0.42885424,28.50314286,14184.5,-208.3571429,-310.9285714,28.62207738,14225.46429,-580.8511905,-1074.696429,2.286585034,14647.15646,-7.408163265,-45.15646259
1/10/2013,0,0,0,91.88922882,1.016210049,27.77221429,14084,-336.4285714,-529.0714286,28.16618452,14053.50595,-587.7857143,-898.3511905,2.447394558,14667.27211,-8.612244898,-46.31292517
1/17/2013,0,0,0,79.67497253,0.05990088,28.18778571,14143.71429,-181.2142857,-89.28571429,28.47878571,14069.125,-678.5654762,-1196.017857,2.47707483,14672.89116,-7.578231293,-33.07482993
1/24/2013,0,0,0,69.30710602,1.379524004,27.67216667,14251.33333,-297.1666667,-448.8333333,27.96201389,14117.23611,-796.125,-1250.333333,2.492777778,14677.95238,-9.666666667,-67.68253968
1/31/2013,0,0,0,73.38208771,0.257359674,27.65585714,14162.78571,-251.0714286,-346.4285714,28.04158333,14116.18452,-682.2916667,-1151.285714,2.478142857,14677.80952,-10.85034014,-55.40136054
2/7/2013,0,0,0,55.13922882,0.025236713,28.37021429,14226.14286,-300.7142857,-439.1428571,28.62730952,14222.57143,-709.7261905,-1109.166667,2.480020408,14677.7551,-7.149659864,-45.60544218
2/14/2013,0,0,0,74.42851257,0.131780409,28.13835714,14258.92857,-282.5,-451.7142857,28.55549405,14190.8869,-801.3452381,-1366.666667,2.468768707,14673.28571,1.93877551,-46.57142857
2/21/2013,0,0,0,89.08567047,1.102687207,28.36358333,14202.91667,-393.25,-590.6666667,28.56392361,14173.5625,-682.1388889,-969.7638889,2.494087302,14674.43651,-10.35714286,-58.8015873
2/28/2013,0,0,0,68.69281006,0.541556305,28.15628571,14181.42857,-294.0714286,-500.5714286,28.26257738,14194.8631,-581.5714286,-973.7857143,2.41292517,14669.71429,-10.08843537,-98.27210884
3/7/2013,0,0,1,78.69639587,0.454217151,28.16821429,14032.14286,-193.2857143,-318.6428571,28.51403571,14060.89286,-607.8928571,-1252.047619,2.340619048,14653.68027,-17.16326531,-103.1496599
3/14/2013,0,0,1,70.228508,0.029711974,28.00928571,14034.14286,-109.5714286,-164.2142857,28.3863631,14085.94643,-596.0059524,-1136.220238,2.322510204,14655.02041,-14.31292517,-109.0748299
3/21/2013,0,0,1,64.39995575,0.053373236,28.05133333,14000.08333,-98,-183.5,28.34481944,14125.41667,-560.375,-1242.075,2.255063492,14637.13492,-7.733333333,-72.46666667
3/28/2013,0,0,1,60.43924332,0.051982495,27.9715,14160.5,-194,-120,28.262875,14160.6875,-547.9166667,-1146.208333,2.28252381,14632.64286,5.095238095,-64.71428571
4/4/2013,0.142857143,1,1,39.01066208,0.088404011,28.852,14080.75,-26.75,-158,28.95729167,14260.41667,-720.0416667,-1420.145833,2.3435,14650.54762,-6.595238095,-40.42857143
4/11/2013,1,1,1,65.12496185,0.466082952,29.08978571,14169.07143,-104.3571429,-185.5714286,29.03904167,14288.79762,-662.5892857,-1229.821429,2.309428571,14650.12245,-6.666666667,-60.96598639
4/18/2013,1,1,0,65.88567352,0.121944016,28.92858333,14217.83333,-153.4166667,-153.3333333,28.87441667,14124.91667,-801.2708333,-1472.541667,2.182873016,14624.70635,-11.73015873,-80.13492063
4/25/2013,1,1,0,78.68209076,0.24013917,28.93992857,14185.57143,-170.6428571,-90.85714286,29.04180952,14116.47024,-523.2738095,-1197.39881,2.326272109,14655.2585,-7.020408163,-53.59863946
5/2/2013,0.428571429,0,0,46.67494583,0.028192006,28.85521429,14145.57143,-148.3571429,-50.57142857,29.05490476,14040.58333,-496.0952381,-1122.785714,2.321585034,14648.41497,-1.142857143,-11.38095238
5/9/2013,0,0,0,59.58565903,0.202657745,28.9492,14060.8,-191.7,-194,29.40286667,14118.975,-639.3833333,-1164.808333,2.419561905,14657.40952,4.533333333,33.17142857
5/16/2013,0,0,0,63.73923874,0.277166311,29.04241667,14003.33333,-180.6666667,-210,29.26459028,13984.36806,-560.8888889,-1059.701389,2.371087302,14640.72222,14.56349206,76.86507937
5/23/2013,0,0,0,70.36782074,0.130885765,29.191,14034.71429,-234.2142857,-168.1428571,29.91863095,13960.56548,-576.3095238,-934.2916667,2.185659864,14625.2585,7.088435374,36
5/30/2013,0,0,0,67.42136383,0.300126842,29.35871429,14120.85714,-219,-148.0714286,30.1404881,14052.98214,-647.2619048,-1090.529762,2.301340136,14652.10884,4.925170068,23.06802721
6/6/2013,0,0,0,57.79996872,0.077987248,29.7315,14066.64286,-164.1428571,-231.7142857,30.16734524,14044.11905,-566.1011905,-1088.440476,2.269312925,14641.41497,1.925170068,2.755102041
6/13/2013,0,0,0,59.34994888,0.099123477,29.52328571,14210.78571,-87.07142857,-67.35714286,29.83289286,14201.85119,-335.6369048,-892.3630952,2.234782313,14635.35374,-1.693877551,-18.21088435
6/20/2013,0,0,0,77.5570755,0.729098785,29.59764286,14223.28571,-37.5,-107.1428571,29.84474405,14268.60714,-384.0238095,-974.7321429,2.233387755,14641.7415,-9.945578231,-13.65306122
6/27/2013,0,0,0,75.01778412,0.487594028,29.338125,14108.875,-44.125,-96.25,29.5808125,14193.25,-307.4791667,-807.1770833,2.285630952,14648.95238,0.464285714,-10.66666667
7/4/2013,0,0,1,73.29637909,0.484068081,29.53008333,14226.16667,-7.666666667,-66.25,29.36829167,14030.90972,-322.7013889,-872.25,2.367587302,14653.37302,0.166666667,-38.98412698
7/11/2013,0,0,1,70.31781006,0.152825149,29.58321429,14115.78571,-56.07142857,-160.7857143,29.13549405,13961,-355.2797619,-707.297619,2.284802721,14648.44898,-9.496598639,-81.29251701
7/18/2013,0,0,1,69.84993744,0.118329369,29.10657143,14094.42857,54.71428571,37.92857143,29.05835714,14020.96429,-155.1071429,-495.2142857,2.223108844,14636.23129,-18.02040816,-92.78911565
7/25/2013,0,0,1,70.86780548,0.434708346,29.36735714,13990.78571,-16.42857143,-2.5,29.44720833,13844.79167,-293.952381,-675.172619,2.298081633,14648.04082,-14.08843537,-73.72789116
8/1/2013,1,1,1,77.81065369,0.289396828,29.40758333,13891.41667,135.6666667,87.41666667,29.31588194,13797.27083,39.15972222,-572.3888889,2.328126984,14651.99206,0.904761905,-58.1984127
8/8/2013,1,1,1,75.66066742,0.354636117,29.3925,13798.08333,-160.5833333,-363.5,29.36622917,13814.96528,-412.0486111,-900.0833333,2.318230159,14650.88095,-1.865079365,-64.78571429
8/15/2013,1,1,0,74.73925018,0.464124329,29.30635714,13892.21429,-86.71428571,-326.9285714,29.2956369,13805.85119,-269.0357143,-661.25,2.217544218,14630.02041,-17.27891156,-74.26530612
8/22/2013,1,1,0,61.10354996,0.162307251,29.20964286,14022.28571,-117.5,-164.8571429,29.40620833,13994.6369,-330.6666667,-838.9642857,2.200360544,14610.7551,-11.23809524,-52.17687075
8/29/2013,1,1,0,77.05352783,0.342748746,29.10085714,14112.28571,-22.64285714,-115.0714286,29.26641071,14209.9881,-270.0833333,-908.297619,2.131040816,14607.18367,-9.068027211,28.93197279
9/5/2013,1,1,0,71.47853088,0.104656707,29.41885714,14104.14286,-125.7857143,-291.1428571,29.57060714,14136.10714,-407.0357143,-881.125,2.134006803,14614.05442,-13.93197279,35.78911565
9/12/2013,1,1,0,50.34994888,0.228905098,29.30357143,14207.28571,-86.78571429,-176.7142857,29.63065476,14233.625,-344.75,-860.1071429,2.288517007,14642.07483,-3.462585034,13.95918367
9/19/2013,1,1,0,71.9749527,0.049404544,29.14142857,14217.64286,12.57142857,-33,29.2100119,14225.88095,-275.4702381,-816.1309524,2.411877551,14667.12925,10.16326531,19.13605442
9/26/2013,1,1,0,49.01064682,0.004749483,29.10671429,14315.35714,14.57142857,-51.14285714,29.49436905,14376.77381,-318.1071429,-991.6309524,2.450918367,14671.02721,14.11564626,8.551020408
10/3/2013,1,1,0,80.49995422,0.200253531,29.48692857,14204.5,-101.0714286,-57.5,29.83053571,14072.16071,-424.5535714,-959.0059524,2.467136054,14670.18367,5.421768707,3.136054422
10/10/2013,1,1,0,78.46782684,0.117609448,29.09628571,14362.5,-15,-143.5,29.25920833,14247.68452,-386.1071429,-1207.47619,2.465891156,14672.21088,5.095238095,9.952380952
10/17/2013,1,1,0,84.01424408,0.415687446,28.72628571,14266.28571,-84,-81.85714286,29.06136905,14194.05357,-419.5654762,-1202.041667,2.444591837,14668.82313,6.816326531,14.51020408
10/24/2013,1,1,0,76.97851563,0.305114909,29.46164286,14254.64286,-87,-154.5,29.54477976,14186.28571,-387.5714286,-1073,2.435265306,14668.83673,0.469387755,9.707482993
10/31/2013,1,1,0,73.67851257,0.77689693,29.47414286,14248.64286,-42.07142857,-32.71428571,29.43775,14264.3869,-458.2797619,-1153.327381,2.463013605,14674.59864,4.095238095,8.666666667
11/7/2013,1,1,0,60.27136993,0.208805252,29.682,14369.57143,-57.64285714,-14.92857143,29.42934524,14226.59524,-327.5952381,-955.8511905,2.444122449,14682.63946,1.034013605,-20.15646259
11/14/2013,1,1,0,73.97136688,0.72624082,28.90941667,14334,-4.583333333,-23.41666667,28.8465625,14293.49306,-235.3333333,-962.0347222,2.40252381,14675.46032,0.055555556,-70.18253968
11/21/2013,1,1,0,58.44281006,0.254341894,28.55792857,14249.35714,-131.9285714,-169.1428571,28.61643452,14323.64881,-577.125,-1437.494048,2.282333333,14661.2381,-4.210884354,-103.5782313
11/28/2013,0.714285714,0,0,59.09638214,0.448251738,28.04807143,14222.57143,-185.9285714,-249.5714286,28.48844048,14193.77381,-653.7678571,-1204.547619,2.191088435,14654.7415,-16.91156463,-99.12244898
12/5/2013,0,0,0,78.20349884,0.076544193,28.686,14164.14286,-181.8571429,-296.0714286,28.85029762,14186.34524,-640.3809524,-1320.839286,2.164244898,14658.47619,-19.76190476,-89.36054422
12/12/2013,0,0,0,71.88923645,0.117312391,28.77335714,14139.71429,-117.7857143,-107.0714286,28.98055357,14193.29762,-625.327381,-1298.077381,2.190809524,14657.82993,-16.82993197,-45.31292517
12/19/2013,0,0,0,82.56423187,0.60794621,28.78842857,14078.42857,-177,-295.2857143,28.71170833,14033.80357,-698.0654762,-1503.345238,2.235666667,14651.90476,-17.05442177,13.25170068
12/26/2013,0,0,0,67.87852478,0.271588699,28.62428571,14164.85714,-166.4285714,-252.1428571,28.74829167,14284.08929,-660.9464286,-1272.011905,2.210251701,14639.18367,-13.74829932,36.21768707
1/2/2014,0,0,0,59.90354538,0.020468865,28.64757143,14265,-165,-268.5714286,28.89832738,14317.68452,-667.2678571,-1290.714286,2.180680272,14622.21769,-2.56462585,11.08163265
1/9/2014,0,0,0,78.39280701,0.774272212,28.9195,14243.92857,-176.6428571,-311.4285714,28.98979167,14221.8869,-675.6904762,-1352.803571,2.210367347,14633.47619,-1.428571429,-3.87755102
1/16/2014,0,0,0,94.2999649,1.581157809,28.69264286,14318.28571,-142.6428571,-195.7857143,28.73352381,14256.64881,-511.9107143,-1113.404762,2.267877551,14639.46259,-11.6462585,-62.99319728
1/23/2014,0,0,0,94.79997253,0.752509746,28.246,14147.07143,-81.07142857,-77.92857143,28.3161131,14228.1131,-593.3095238,-1238.10119,2.295938776,14643.58503,-5,-66.94557823
1/30/2014,0,0,0,63.34997559,0.025046253,27.30114286,14267.28571,-37.71428571,-120.8571429,27.59019048,14395.39881,-439.5416667,-1343.10119,2.32792517,14660.83673,3.462585034,-16.75510204
2/6/2014,0,0,0,69.60353088,0.01353737,27.539,14389.85714,-4,20.71428571,27.62904762,14353.875,-216.7083333,-938.7559524,2.319659864,14654.44218,-3.197278912,-5.612244898
2/13/2014,0,0,0,75.45710754,0.608350918,27.825,14273.78571,-126.8571429,-222.6428571,27.664625,14273.7381,-571.4702381,-1326.821429,2.323210884,14652,1.857142857,1.31292517
2/20/2014,0,0,0,80.28924561,0.288889551,27.72285714,14187.14286,-76.57142857,-249.5,27.74852381,14310.03571,-708.9821429,-1449.613095,2.391755102,14659.73469,0.387755102,14.1292517
2/27/2014,0,0,0,69.3249588,0.01253577,27.00821429,14369.78571,-78.35714286,-220.5714286,27.76194048,14289.0119,-766.8214286,-1536.85119,2.361027211,14662.85714,4.755102041,44.18367347
3/6/2014,0,0,0,54.1785202,0.001094748,27.36478571,14464.42857,-185.5,-173.3571429,28.02517857,14345.97024,-752.797619,-1445.428571,2.278156463,14651.91837,2.108843537,25.63945578
3/13/2014,0,0,0,68.83925629,0.11481603,27.58571429,14385.85714,-104.2857143,-101.1428571,27.92866071,14374.02381,-540.6607143,-1299.166667,2.219435374,14638.69388,0.952380952,18.27891156
3/20/2014,0,0,0,77.14637756,0.744655232,27.83135714,14268.28571,-178.1428571,-268.5714286,28.01831548,14351.66667,-652.2678571,-1292.392857,2.271414966,14638.36054,7.333333333,-15.30612245
3/27/2014,0,0,0,72.08209229,0.240348393,28.10135714,14256,-29.42857143,-17.21428571,27.85734524,14393.1369,-397.6845238,-1121.27381,2.354013605,14655,11.14965986,-31.4829932
4/3/2014,0,0,0,55.22851563,0.018394573,27.96271429,14356,-81,-67.5,27.79865476,14349.29167,-525.8035714,-1139.636905,2.355006803,14658.92517,5.965986395,-4.489795918
