"","date","Location","Variable","Value"
"87","2013-04-11","atmo","cloud","38.9106618881226"
"88","2013-04-11","atmo","rain","0.0709841150324792"
"89","2016-09-01","atmo","cloud","63.4761978149414"
"90","2016-09-01","atmo","rain","0.0978745272150263"
"91","2014-03-07","atmo","cloud","19.2574580192566"
"92","2014-03-07","atmo","rain","0.00474001802303974"
"93","2019-11-25","atmo","cloud","49.868014717102"
"94","2019-11-25","atmo","rain","0.122139603132382"
"95","2017-06-05","atmo","cloud","46.6755043029785"
"96","2017-06-05","atmo","rain","0.110993514896836"
"97","2020-03-24","atmo","cloud","23.8013946533203"
"98","2020-03-24","atmo","rain","0.00630307947261599"
"99","2018-01-26","atmo","cloud","72.2367521286011"
"100","2018-01-26","atmo","rain","0.320718706771731"
"101","2017-04-19","atmo","cloud","41.7340770721436"
"102","2017-04-19","atmo","rain","0.200739000516478"
"103","2015-11-07","atmo","cloud","54.7320953369141"
"104","2015-11-07","atmo","rain","0.330884649418294"
"105","2018-02-18","atmo","cloud","59.8944358825684"
"106","2018-02-18","atmo","rain","0.845897396653891"
"107","2019-04-05","atmo","cloud","26.9274751663208"
"108","2019-04-05","atmo","rain","0.00355138157721626"
"109","2017-09-03","atmo","cloud","67.1506900787354"
"110","2017-09-03","atmo","rain","0.163699720613658"
"111","2013-11-24","atmo","cloud","67.8565578460693"
"112","2013-11-24","atmo","rain","0.341799537278712"
"113","2020-06-03","atmo","cloud","26.2898220062256"
"114","2020-06-03","atmo","rain","0.122191546449903"
"115","2016-01-03","atmo","cloud","58.7613746643066"
"116","2016-01-03","atmo","rain","0.0460921015939675"
"117","2013-02-10","atmo","cloud","59.0860168457031"
"118","2013-02-10","atmo","rain","0.0158939018088859"
"119","2014-06-25","atmo","cloud","69.3870969772339"
"120","2014-06-25","atmo","rain","0.383796479925513"
"121","2019-07-12","atmo","cloud","48.7160375595093"
"122","2019-07-12","atmo","rain","0.132573214732111"
"123","2020-12-10","atmo","cloud","66.3037508010864"
"124","2020-12-10","atmo","rain","0.393800591677427"
"125","2012-09-12","atmo","cloud","63.8547721862793"
"126","2012-09-12","atmo","rain","0.469826317764819"
"127","2013-07-05","atmo","cloud","63.7322790145874"
"128","2013-07-05","atmo","rain","0.812667048722506"
"129","2019-06-19","atmo","cloud","54.5878353118896"
"130","2019-06-19","atmo","rain","0.109914048854262"
"131","2015-11-22","atmo","cloud","60.5536975860596"
"132","2015-11-22","atmo","rain","0.114428815443534"
"133","2014-11-08","atmo","cloud","54.6517387390137"
"134","2014-11-08","atmo","rain","0.0943223446374759"
"135","2014-10-06","atmo","cloud","73.2342426300049"
"136","2014-10-06","atmo","rain","0.174679306708276"
"137","2017-12-06","atmo","cloud","61.4187211990356"
"138","2017-12-06","atmo","rain","0.136278448160738"
"139","2017-01-09","atmo","cloud","75.5803302764893"
"140","2017-01-09","atmo","rain","0.394344677682966"
"141","2017-12-11","atmo","cloud","59.674430847168"
"142","2017-12-11","atmo","rain","0.145766219682991"
"143","2016-05-03","atmo","cloud","32.963167476654"
"144","2016-05-03","atmo","rain","0.0581622879486531"
"145","2021-06-11","atmo","cloud","74.189822769165"
"146","2021-06-11","atmo","rain","0.377814067900181"
"147","2021-02-27","atmo","cloud","67.8401821136475"
"148","2021-02-27","atmo","rain","0.349815669097006"
"149","2021-01-29","atmo","cloud","67.5087501525879"
"150","2021-01-29","atmo","rain","0.0649482484441251"
"151","2016-11-13","atmo","cloud","66.2462022781372"
"152","2016-11-13","atmo","rain","0.0167133361333981"
"153","2013-10-12","atmo","cloud","66.6935249328613"
"154","2013-10-12","atmo","rain","0.419071156904101"
"155","2014-01-23","atmo","cloud","89.1556793212891"
"156","2014-01-23","atmo","rain","0.423407952859998"
"157","2016-08-29","atmo","cloud","75.7020889282227"
"158","2016-08-29","atmo","rain","0.126778550958261"
"159","2016-12-23","atmo","cloud","78.3551330566406"
"160","2016-12-23","atmo","rain","0.452672562561929"
"161","2015-02-13","atmo","cloud","43.0074562072754"
"162","2015-02-13","atmo","rain","0.0332060452696169"
"163","2018-05-19","atmo","cloud","31.448365020752"
"164","2018-05-19","atmo","rain","0.0983913140371442"
"165","2013-01-21","atmo","cloud","82.0903099060059"
"166","2013-01-21","atmo","rain","0.152973187738098"
"167","2017-07-20","atmo","cloud","61.3433629989624"
"168","2017-07-20","atmo","rain","0.789616478979588"
"169","2015-02-26","atmo","cloud","61.3299470901489"
"170","2015-02-26","atmo","rain","0.014883731061127"
"171","2013-06-16","atmo","cloud","73.5501335144043"
"172","2013-06-16","atmo","rain","0.478921634703875"
"173","2019-07-06","atmo","cloud","63.8776512145996"
"174","2019-07-06","atmo","rain","0.495080003887415"
"175","2020-06-04","atmo","cloud","23.5957142829895"
"176","2020-06-04","atmo","rain","0.116688160330523"
"177","2012-11-05","atmo","cloud","35.775136756897"
"178","2012-11-05","atmo","rain","0.049215526462649"
"179","2013-11-23","atmo","cloud","60.7229866027832"
"180","2013-11-23","atmo","rain","0.250703818583861"
"181","2014-07-09","atmo","cloud","85.8608470916748"
"182","2014-07-09","atmo","rain","0.531990491226315"
"183","2015-04-12","atmo","cloud","44.6240591049194"
"184","2015-04-12","atmo","rain","0.0185976242268225"
"185","2015-12-24","atmo","cloud","72.9469024658203"
"186","2015-12-24","atmo","rain","0.308495555026457"
"187","2015-08-15","atmo","cloud","70.8653116226196"
"188","2015-08-15","atmo","rain","0.253417838551104"
"189","2021-01-16","atmo","cloud","90.022501373291"
"190","2021-01-16","atmo","rain","0.428962037805468"
"191","2017-09-06","atmo","cloud","67.0971151351929"
"192","2017-09-06","atmo","rain","0.114168142899871"
"193","2012-10-23","atmo","cloud","66.2060180664062"
"194","2012-10-23","atmo","rain","0.194250289467163"
"195","2020-08-25","atmo","cloud","56.5387502670288"
"196","2020-08-25","atmo","rain","0.286095143854618"
"197","2017-09-12","atmo","cloud","53.6265754699707"
"198","2017-09-12","atmo","rain","0.566587444394827"
"199","2012-06-11","atmo","cloud","76.7329811096191"
"200","2012-06-11","atmo","rain","0.164138510357589"
"201","2014-12-01","atmo","cloud","64.3149589538574"
"202","2014-12-01","atmo","rain","0.772580000758171"
"203","2014-09-13","atmo","cloud","72.3422727584839"
"204","2014-09-13","atmo","rain","0.582707864791155"
"205","2016-11-04","atmo","cloud","74.3151355743408"
"206","2016-11-04","atmo","rain","0.923863790929317"
"207","2012-09-24","atmo","cloud","73.0633335113525"
"208","2012-09-24","atmo","rain","0.583500809967518"
"209","2019-12-04","atmo","cloud","83.2780094146729"
"210","2019-12-04","atmo","rain","0.588164573907852"
"211","2015-04-25","atmo","cloud","30.2053003311157"
"212","2015-04-25","atmo","rain","0.0497849883278832"
"213","2013-08-05","atmo","cloud","79.8015647888184"
"214","2013-08-05","atmo","rain","0.822240400314331"
"215","2013-08-17","atmo","cloud","78.669958114624"
"216","2013-08-17","atmo","rain","0.439584533125162"
"217","2014-09-17","atmo","cloud","72.4421045303345"
"218","2014-09-17","atmo","rain","0.789658040553331"
"219","2021-04-18","atmo","cloud","44.3530366897583"
"220","2021-04-18","atmo","rain","0.274298084946349"
"221","2013-01-30","atmo","cloud","79.4917392730713"
"222","2013-01-30","atmo","rain","0.218645126512274"
"223","2019-10-09","atmo","cloud","72.9339004516602"
"224","2019-10-09","atmo","rain","0.247907522693276"
"225","2015-03-18","atmo","cloud","35.8720930099487"
"226","2015-03-18","atmo","rain","0.00714275687205372"
"227","2018-09-26","atmo","cloud","58.925152015686"
"228","2018-09-26","atmo","rain","0.282880452927202"
"229","2016-05-02","atmo","cloud","30.6838846206665"
"230","2016-05-02","atmo","rain","0.0472860817797482"
"231","2017-12-19","atmo","cloud","87.2140830993652"
"232","2017-12-19","atmo","rain","1.53084375560284"
"233","2019-02-24","atmo","cloud","46.1610443115234"
"234","2019-02-24","atmo","rain","0.00240214038267368"
"235","2018-01-07","atmo","cloud","84.4933666229248"
"236","2018-01-07","atmo","rain","0.78852227833122"
"237","2016-11-19","atmo","cloud","65.0547716140747"
"238","2016-11-19","atmo","rain","0.420402673631907"
"239","2020-08-26","atmo","cloud","48.8883935928345"
"240","2020-08-26","atmo","rain","0.187066640518606"
"241","2013-08-17","atmo","cloud","78.669958114624"
"242","2013-08-17","atmo","rain","0.439584533125162"
"243","2015-06-09","atmo","cloud","41.6599603652954"
"244","2015-06-09","atmo","rain","0.224245353043079"
"245","2019-12-10","atmo","cloud","61.6174797058105"
"246","2019-12-10","atmo","rain","0.200216702744365"
"247","2018-07-16","atmo","cloud","86.3281867980957"
"248","2018-07-16","atmo","rain","0.598957633972168"
"249","2017-11-04","atmo","cloud","59.8881853103638"
"250","2017-11-04","atmo","rain","0.506778192520142"
"251","2015-01-18","atmo","cloud","75.311743927002"
"252","2015-01-18","atmo","rain","0.581533159734681"
"253","2018-12-29","atmo","cloud","70.1044357299805"
"254","2018-12-29","atmo","rain","0.906342884525657"
"255","2020-10-05","atmo","cloud","64.2626802444458"
"256","2020-10-05","atmo","rain","0.252580266445875"
"257","2018-11-14","atmo","cloud","54.5415809631348"
"258","2018-11-14","atmo","rain","0.222826294414699"
"259","2019-07-26","atmo","cloud","73.1533632278442"
"260","2019-07-26","atmo","rain","0.284162555076182"
"261","2013-11-18","atmo","cloud","56.902098274231"
"262","2013-11-18","atmo","rain","0.353894629143178"
"263","2018-12-29","atmo","cloud","70.1044357299805"
"264","2018-12-29","atmo","rain","0.906342884525657"
"265","2018-12-29","atmo","cloud","70.1044357299805"
"266","2018-12-29","atmo","rain","0.906342884525657"
"267","2018-04-11","atmo","cloud","56.9858638763428"
"268","2018-04-11","atmo","rain","0.149767782492563"
"269","2013-02-05","atmo","cloud","61.4926284790039"
"270","2013-02-05","atmo","rain","0.120485478267074"
"271","2015-02-20","atmo","cloud","71.1863803863525"
"272","2015-02-20","atmo","rain","0.13339133146219"
"273","2014-03-29","atmo","cloud","56.9076372146606"
"274","2014-03-29","atmo","rain","0.363785529881716"
"275","2018-07-31","atmo","cloud","83.3419376373291"
"276","2018-07-31","atmo","rain","0.418988695368171"
"277","2019-12-05","atmo","cloud","79.5917625427246"
"278","2019-12-05","atmo","rain","0.5751933561638"
"279","2012-11-29","atmo","cloud","39.8903032302856"
"280","2012-11-29","atmo","rain","0.0177138195140287"
"281","2014-01-27","atmo","cloud","75.8903156280518"
"282","2014-01-27","atmo","rain","0.145497096562758"
"283","2018-01-03","atmo","cloud","81.9256893157959"
"284","2018-01-03","atmo","rain","0.790670141391456"
"285","2012-12-29","atmo","cloud","72.2815700531006"
"286","2012-12-29","atmo","rain","0.473468799889088"
"287","2017-02-23","atmo","cloud","69.7760437011719"
"288","2017-02-23","atmo","rain","0.250904557481408"
"289","2021-04-08","atmo","cloud","32.2039295196533"
"290","2021-04-08","atmo","rain","0.0145680546411313"
"291","2020-09-16","atmo","cloud","53.8471437454224"
"292","2020-09-16","atmo","rain","0.615774824470282"
"293","2018-09-15","atmo","cloud","71.3349678039551"
"294","2018-09-15","atmo","rain","0.541997845470905"
"295","2013-12-29","atmo","cloud","69.5556692123413"
"296","2013-12-29","atmo","rain","0.304324250668287"
"297","2018-05-10","atmo","cloud","35.9156836509705"
"298","2018-05-10","atmo","rain","0.220265323109925"
"299","2020-01-17","atmo","cloud","63.0739009857178"
"300","2020-01-17","atmo","rain","0.158686570101418"
"301","2013-01-04","atmo","cloud","55.0249513626099"
"302","2013-01-04","atmo","rain","0.308942511864007"
"303","2018-10-01","atmo","cloud","75.1719326019287"
"304","2018-10-01","atmo","rain","0.0591659612488002"
"305","2021-08-18","atmo","cloud","62.9923221588135"
"306","2021-08-18","atmo","rain","0.229618774726987"
"307","2017-06-16","atmo","cloud","57.4444362640381"
"308","2017-06-16","atmo","rain","0.293882490694523"
"309","2013-01-14","atmo","cloud","70.5497734069824"
"310","2013-01-14","atmo","rain","0.47815973078832"
"311","2014-01-08","atmo","cloud","65.6376407623291"
"312","2014-01-08","atmo","rain","0.188504450488836"
"313","2020-07-08","atmo","cloud","55.4085721969604"
"314","2020-07-08","atmo","rain","0.231707739830017"
"315","2016-01-19","atmo","cloud","39.6611972808838"
"316","2016-01-19","atmo","rain","0.0156359126965981"
"317","2016-03-01","atmo","cloud","67.1233360290527"
"318","2016-03-01","atmo","rain","0.148251966712996"
"319","2017-07-16","atmo","cloud","71.4822929382324"
"320","2017-07-16","atmo","rain","0.567365437746048"
"321","2020-12-14","atmo","cloud","61.4673219680786"
"322","2020-12-14","atmo","rain","0.144807358738035"
"323","2016-11-16","atmo","cloud","67.6019159317017"
"324","2016-11-16","atmo","rain","0.0805455549620092"
"325","2014-05-26","atmo","cloud","35.5828073501587"
"326","2014-05-26","atmo","rain","0.197176068276167"
"327","2021-04-03","atmo","cloud","27.9235719680786"
"328","2021-04-03","atmo","rain","0.0675018351466861"
"329","2013-04-08","atmo","cloud","39.3419132232666"
"330","2013-04-08","atmo","rain","0.0450899462448433"
"331","2013-11-20","atmo","cloud","55.3054864883423"
"332","2013-11-20","atmo","rain","0.0979883397463709"
"333","2020-01-29","atmo","cloud","59.2517501831055"
"334","2020-01-29","atmo","rain","0.0610908629003688"
"335","2013-06-10","atmo","cloud","43.4979902267456"
"336","2013-06-10","atmo","rain","0.434469159692526"
"337","2012-06-27","atmo","cloud","52.6365608215332"
"338","2012-06-27","atmo","rain","0.291202019155025"
"339","2020-01-25","atmo","cloud","69.5842502593994"
"340","2020-01-25","atmo","rain","0.0621065004655975"
"341","2014-10-05","atmo","cloud","68.0204921722412"
"342","2014-10-05","atmo","rain","0.149146409984678"
"343","2012-12-07","atmo","cloud","39.563708782196"
"344","2012-12-07","atmo","rain","0.337801721319556"
"345","2019-10-08","atmo","cloud","68.6994352340698"
"346","2019-10-08","atmo","rain","0.225772756477818"
"347","2015-01-02","atmo","cloud","76.908878326416"
"348","2015-01-02","atmo","rain","1.08100286722183"
"349","2021-01-21","atmo","cloud","82.9094661712647"
"350","2021-01-21","atmo","rain","0.588149854540825"
"351","2016-10-23","atmo","cloud","80.9083408355713"
"352","2016-10-23","atmo","rain","0.260358727537096"
"353","2020-11-07","atmo","cloud","78.2303596496582"
"354","2020-11-07","atmo","rain","0.488388674706221"
"355","2015-07-16","atmo","cloud","72.8804916381836"
"356","2015-07-16","atmo","rain","0.255332040414214"
"357","2020-09-07","atmo","cloud","69.3857166290283"
"358","2020-09-07","atmo","rain","0.0809357807040215"
"359","2016-08-27","atmo","cloud","81.7647659301758"
"360","2016-08-27","atmo","rain","0.408716455474496"
"361","2017-04-09","atmo","cloud","63.3894344329834"
"362","2017-04-09","atmo","rain","0.243078144616447"
"363","2016-09-13","atmo","cloud","72.0237024307251"
"364","2016-09-13","atmo","rain","0.535412791930139"
"365","2018-02-19","atmo","cloud","54.4946165084839"
"366","2018-02-19","atmo","rain","0.832304449938238"
"367","2017-01-30","atmo","cloud","77.4901470184326"
"368","2017-01-30","atmo","rain","0.133654759824276"
"369","2021-09-18","atmo","cloud","63.0067867279053"
"370","2021-09-18","atmo","rain","0.369798285514116"
"371","2013-11-27","atmo","cloud","69.3638856887817"
"372","2013-11-27","atmo","rain","0.34569029584527"
"373","2012-12-29","atmo","cloud","72.2815700531006"
"374","2012-12-29","atmo","rain","0.473468799889088"
"375","2016-06-17","atmo","cloud","41.9199516296387"
"376","2016-06-17","atmo","rain","0.152564816363156"
"377","2018-03-29","atmo","cloud","67.5465793609619"
"378","2018-03-29","atmo","rain","0.0855210157344118"
"379","2015-08-30","atmo","cloud","66.9588857650757"
"380","2015-08-30","atmo","rain","0.265308843273669"
"381","2020-04-29","atmo","cloud","31.7781863212585"
"382","2020-04-29","atmo","rain","0.0209319310961291"
"383","2021-08-20","atmo","cloud","58.5444653511047"
"384","2021-08-20","atmo","rain","0.257527762651444"
"385","2017-08-31","atmo","cloud","68.5419406890869"
"386","2017-08-31","atmo","rain","0.383503949642181"
"387","2021-02-13","atmo","cloud","82.5523216247559"
"388","2021-02-13","atmo","rain","0.460170556651428"
"389","2020-01-19","atmo","cloud","69.5365781784058"
"390","2020-01-19","atmo","rain","0.156204740586691"
"391","2017-12-01","atmo","cloud","69.6119403839111"
"392","2017-12-01","atmo","rain","0.108063134178519"
"393","2019-10-16","atmo","cloud","54.1681819915771"
"394","2019-10-16","atmo","rain","0.175898796133697"
"395","2016-09-04","atmo","cloud","52.912633895874"
"396","2016-09-04","atmo","rain","0.0347472886787727"
"397","2016-11-12","atmo","cloud","67.7467374801636"
"398","2016-11-12","atmo","rain","0.0612583437701687"
"399","2013-04-11","atmo","cloud","38.9106618881226"
"400","2013-04-11","atmo","rain","0.0709841150324792"
"401","2021-03-14","atmo","cloud","75.4733936309814"
"402","2021-03-14","atmo","rain","0.565630896389484"
"403","2013-06-09","atmo","cloud","39.0215572357178"
"404","2013-06-09","atmo","rain","0.422753863781691"
"405","2016-05-28","atmo","cloud","61.0911996841431"
"406","2016-05-28","atmo","rain","0.360524617880583"
"407","2018-02-15","atmo","cloud","63.6180047988892"
"408","2018-02-15","atmo","rain","0.843405432254076"
"409","2013-02-15","atmo","cloud","54.4953075408936"
"410","2013-02-15","atmo","rain","0.0786171052139252"
"411","2012-06-17","atmo","cloud","76.2610218048096"
"412","2012-06-17","atmo","rain","0.48518880167976"
"413","2016-11-19","atmo","cloud","65.0547716140747"
"414","2016-11-19","atmo","rain","0.420402673631907"
"415","2013-07-08","atmo","cloud","63.1181652069092"
"416","2013-07-08","atmo","rain","0.511594095826149"
"417","2017-09-27","atmo","cloud","77.1608591079712"
"418","2017-09-27","atmo","rain","0.75692982673645"
"419","2017-10-27","atmo","cloud","73.0528293609619"
"420","2017-10-27","atmo","rain","0.24253023378551"
"421","2016-08-31","atmo","cloud","68.0806594848633"
"422","2016-08-31","atmo","rain","0.102095906157047"
"423","2018-07-08","atmo","cloud","78.4799724578857"
"424","2018-07-08","atmo","rain","0.270044979266822"
"425","2020-06-23","atmo","cloud","47.3630363464355"
"426","2020-06-23","atmo","rain","0.283249524794519"
"427","2015-09-04","atmo","cloud","61.8731605529785"
"428","2015-09-04","atmo","rain","0.273383312299848"
"429","2014-08-21","atmo","cloud","67.0622713088989"
"430","2014-08-21","atmo","rain","0.396630062907934"
"431","2015-03-20","atmo","cloud","34.4201276779175"
"432","2015-03-20","atmo","rain","0.00746224049216835"
"433","2020-12-11","atmo","cloud","64.0205377578735"
"434","2020-12-11","atmo","rain","0.359841620922089"
"435","2017-07-16","atmo","cloud","71.4822929382324"
"436","2017-07-16","atmo","rain","0.567365437746048"
"437","2020-10-30","atmo","cloud","82.5217861175537"
"438","2020-10-30","atmo","rain","1.11895441412926"
"439","2013-07-17","atmo","cloud","80.2006713867188"
"440","2013-07-17","atmo","rain","0.398710265383124"
"441","2018-02-18","atmo","cloud","59.8944358825684"
"442","2018-02-18","atmo","rain","0.845897396653891"
"443","2017-02-01","atmo","cloud","78.1790740966797"
"444","2017-02-01","atmo","rain","0.185982861090451"
"445","2016-03-04","atmo","cloud","61.0267297744751"
"446","2016-03-04","atmo","rain","0.166134180990048"
"447","2020-09-11","atmo","cloud","55.6951803207397"
"448","2020-09-11","atmo","rain","0.2330167286098"
"449","2019-11-28","atmo","cloud","65.1510480880737"
"450","2019-11-28","atmo","rain","0.220497883856297"
"451","2016-01-10","atmo","cloud","42.7181680679321"
"452","2016-01-10","atmo","rain","0.0158440160681494"
"453","2017-11-16","atmo","cloud","60.5496187210083"
"454","2017-11-16","atmo","rain","0.312377261556685"
"455","2016-04-23","atmo","cloud","45.9335233688355"
"456","2016-04-23","atmo","rain","0.0129011416633148"
"457","2014-08-29","atmo","cloud","65.4840581893921"
"458","2014-08-29","atmo","rain","0.482938738912344"
"459","2012-09-13","atmo","cloud","64.3144117355347"
"460","2012-09-13","atmo","rain","0.522873565927148"
"461","2014-08-20","atmo","cloud","64.317267036438"
"462","2014-08-20","atmo","rain","0.273633918911219"
"463","2014-02-24","atmo","cloud","56.3878044128418"
"464","2014-02-24","atmo","rain","0.0220441663754173"
"465","2020-05-10","atmo","cloud","37.5069646835327"
"466","2020-05-10","atmo","rain","0.0570454204920679"
"467","2020-08-11","atmo","cloud","77.1942863464355"
"468","2020-08-11","atmo","rain","0.714077904820442"
"469","2013-02-07","atmo","cloud","57.3595966339111"
"470","2013-02-07","atmo","rain","0.061166242044419"
"471","2018-04-27","atmo","cloud","24.8360419273376"
"472","2018-04-27","atmo","rain","0.0573383762966841"
"473","2015-07-07","atmo","cloud","86.1249591827393"
"474","2015-07-07","atmo","rain","0.669056235253811"
"475","2013-01-07","atmo","cloud","54.2101363182068"
"476","2013-01-07","atmo","rain","0.315734500624239"
"477","2018-01-08","atmo","cloud","84.1730098724365"
"478","2018-01-08","atmo","rain","0.710385163314641"
"479","2020-07-26","atmo","cloud","52.3100015640259"
"480","2020-07-26","atmo","rain","0.385747273266315"
"481","2021-02-28","atmo","cloud","62.9732154846191"
"482","2021-02-28","atmo","rain","0.294279776699841"
"483","2015-07-04","atmo","cloud","65.8858489990234"
"484","2015-07-04","atmo","rain","0.624797955900431"
"485","2017-12-12","atmo","cloud","64.7326477050781"
"486","2017-12-12","atmo","rain","0.269089957140386"
"487","2020-02-26","atmo","cloud","70.1755065917969"
"488","2020-02-26","atmo","rain","0.0235157295654062"
"489","2015-07-19","atmo","cloud","65.7994205474854"
"490","2015-07-19","atmo","rain","0.0263006842229515"
"491","2017-08-10","atmo","cloud","71.931755065918"
"492","2017-08-10","atmo","rain","0.329563123825937"
"493","2018-11-22","atmo","cloud","61.3122940063477"
"494","2018-11-22","atmo","rain","0.702439450845122"
"495","2021-02-21","atmo","cloud","75.7712512969971"
"496","2021-02-21","atmo","rain","0.200647959532216"
"497","2016-10-13","atmo","cloud","76.7899612426758"
"498","2016-10-13","atmo","rain","0.37776760160923"
"499","2017-07-22","atmo","cloud","60.7222923278809"
"500","2017-07-22","atmo","rain","0.742213471233845"
"501","2020-02-06","atmo","cloud","74.6972995758057"
"502","2020-02-06","atmo","rain","0.0872410687676165"
"503","2013-12-18","atmo","cloud","63.4617364883423"
"504","2013-12-18","atmo","rain","0.169174846028909"
"505","2020-05-01","atmo","cloud","32.7515795707703"
"506","2020-05-01","atmo","rain","0.0382352559128776"
"507","2013-07-01","atmo","cloud","59.7646017074585"
"508","2013-07-01","atmo","rain","0.631155040860176"
"509","2016-11-14","atmo","cloud","68.3029893875122"
"510","2016-11-14","atmo","rain","0.0101818357012235"
"511","2016-01-02","atmo","cloud","59.2511980056763"
"512","2016-01-02","atmo","rain","0.0460015565739013"
"513","2020-11-24","atmo","cloud","62.6321441650391"
"514","2020-11-24","atmo","rain","0.163802800443955"
"515","2018-05-06","atmo","cloud","31.6930035591125"
"516","2018-05-06","atmo","rain","0.370284029841423"
"517","2015-08-29","atmo","cloud","69.1358558654785"
"518","2015-08-29","atmo","rain","0.353511636517942"
"519","2019-04-22","atmo","cloud","20.449610042572"
"520","2019-04-22","atmo","rain","0.0014479937573924"
"521","2020-07-23","atmo","cloud","52.6228588104248"
"522","2020-07-23","atmo","rain","0.361075641214848"
"523","2014-04-28","atmo","cloud","42.8749639511108"
"524","2014-04-28","atmo","rain","0.0364760076859966"
"525","2021-02-09","atmo","cloud","81.2985717773438"
